ID,town,dwc:county,dwc:stateProvince,stateISO2,dwc:decimalLatitude,dwc:decimalLongitude,dwc:coordinateUncertaintyInMeters,polygonType,dwc:georeferenceRemarks,dwc:georeferencedBy,dwc:georeferenceSources,dwc:geodeticDatum,modificationDate
1723,T7 R14 WELS,Piscataquis,Maine,ME,46.2589749085971,-69.5374246193368,7224.43432949173,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1724,T7 R15 WELS,Piscataquis,Maine,ME,46.2589004709129,-69.6667017309677,7141.60818846502,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1725,T7 R16 WELS,Somerset,Maine,ME,46.2581844965675,-69.7951585553969,7137.23072253528,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1726,T7 R17 WELS,Somerset,Maine,ME,46.2575496963376,-69.9227266493983,7080.34211569262,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1727,T7 R18 WELS,Somerset,Maine,ME,46.2570840847194,-70.0507398724912,7116.10938760434,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1728,T7 R19 WELS,Somerset,Maine,ME,46.2533561139401,-70.1830913438939,8254.85121390813,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1729,T7 R5 WELS,Aroostook,Maine,ME,46.2507423397284,-68.3707813721917,7108.84876868967,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1730,T7 R6 WELS,Penobscot,Maine,ME,46.250960191313,-68.5014772844325,7001.9233981224,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1731,T7 R7 WELS,Penobscot,Maine,ME,46.2509235836977,-68.6300761517223,7035.7407901117,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1732,T7 R8 WELS,Penobscot,Maine,ME,46.2596279434259,-68.7575265313788,7046.43896978423,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1733,T7 R9 Nwp,Piscataquis,Maine,ME,45.422712942447,-69.2840175279529,6881.12934065874,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1734,T7 R9 WELS,Piscataquis,Maine,ME,46.2606232885342,-68.8862118277416,7174.99026998786,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1735,T8 R10 WELS,Piscataquis,Maine,ME,46.3511665095581,-69.0182020376643,7235.32087371859,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1736,T8 R11 WELS,Piscataquis,Maine,ME,46.3504144496509,-69.152244197047,7168.30278869232,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1737,T8 R14 WELS,Piscataquis,Maine,ME,46.350496201871,-69.5386322422529,7097.76300761937,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1738,T8 R15 WELS,Piscataquis,Maine,ME,46.3495303903392,-69.6677285796537,7039.19635718264,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1739,T8 R16 WELS,Somerset,Maine,ME,46.3486862250767,-69.7966207915364,7072.644669495,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1740,T8 R17 WELS,Somerset,Maine,ME,46.3476377929956,-69.9240349945726,6999.69039459731,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1741,T8 R18 WELS,Somerset,Maine,ME,46.3469880765665,-70.0512878491905,7113.94552062871,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1742,T8 R19 WELS,Somerset,Maine,ME,46.3320022341148,-70.1555624616919,6976.53303354793,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1743,T8 R3 NBPP,Washington,Maine,ME,45.5204399965085,-67.9472230607374,6964.73342391245,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1744,T8 R3 WELS,Aroostook,Maine,ME,46.3381212069594,-68.1035998311719,7248.19183299437,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1745,T8 R4 NBPP,Washington,Maine,ME,45.6075459223545,-67.9870076986467,7114.35338833633,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1746,T8 R5 WELS,Aroostook,Maine,ME,46.3377967183672,-68.3713340506433,7047.32537371193,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1747,T8 R6 WELS,Penobscot,Maine,ME,46.3385674401408,-68.5021044693224,7055.29705712804,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1748,T8 R7 WELS,Penobscot,Maine,ME,46.3385074478532,-68.6311757415179,6983.60873183564,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1749,T8 R8 WELS,Penobscot,Maine,ME,46.3501829933192,-68.757417326771,6986.73833128302,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1750,T8 R9 WELS,Piscataquis,Maine,ME,46.3508605952737,-68.8851803773899,7148.94015916506,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1751,T9 R10 WELS,Piscataquis,Maine,ME,46.4393357516377,-69.0182687165504,7158.91516573855,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1752,T9 R11 WELS,Piscataquis,Maine,ME,46.4386400618358,-69.1512054155642,7019.05942222575,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1753,T9 R12 WELS,Piscataquis,Maine,ME,46.4391068086474,-69.278453444518,6949.70346662887,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1754,T9 R13 WELS,Piscataquis,Maine,ME,46.4400721275017,-69.4041185960716,7031.24738796131,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1755,T9 R14 WELS,Piscataquis,Maine,ME,46.4405852400202,-69.5310404533003,7043.1563930191,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1756,T9 R15 WELS,Piscataquis,Maine,ME,46.4400331578909,-69.6567977757273,7046.54352209482,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1757,T9 R16 WELS,Somerset,Maine,ME,46.4393986554049,-69.7845099024103,7174.61575804619,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1758,T9 R17 WELS,Somerset,Maine,ME,46.4387785865415,-69.912475991339,7101.43207092395,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1759,T9 R18 WELS,Somerset,Maine,ME,46.4331782323395,-70.0204189591031,8084.55074101719,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1760,T9 R3 WELS,Aroostook,Maine,ME,46.4247817921966,-68.1081012406182,7136.29751582107,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1761,T9 R4 WELS,Aroostook,Maine,ME,46.4252040700782,-68.2394839517333,7138.60889994493,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1762,T9 R5 WELS,Aroostook,Maine,ME,46.4255135352259,-68.370867500475,7097.0514735199,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1763,T9 R7 WELS,Aroostook,Maine,ME,46.426739063191,-68.6313323682754,6942.15052547513,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1764,T9 R8 WELS,Aroostook,Maine,ME,46.4393766036103,-68.7583282984926,6912.17724163003,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1765,T9 R9 WELS,Piscataquis,Maine,ME,46.4394708238934,-68.8858583832516,6977.26064659715,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1766,T9 SD BPP,Hancock,Maine,ME,44.6117070110663,-68.150937371014,5267.47002798426,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1767,Talmadge,Washington,Maine,ME,45.3368062399813,-67.7667793541912,7288.67775267285,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1768,Tamworth,Carroll,New Hampshire,NH,43.8569255303161,-71.2771151119231,9238.97212114346,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"New Hampshire Political Boundaries at 1:24,000 Scale vector digital data, 1992-01-01 (ending date 2013-04-11); Complex Systems Research Center, University of New Hampshire, Durham, New Hampshire (http://www.granit.sr.unh.edu).",WGS84,03/25/2015 21:11:46
1769,TA R10 WELS,Piscataquis,Maine,ME,45.6271121544197,-69.0130056776952,7024.65944309005,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1770,TA R11 WELS,Piscataquis,Maine,ME,45.6282625929811,-69.1382644776184,7133.36360565119,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1771,TA R2 WELS,Aroostook,Maine,ME,45.9678857868653,-67.9756796533088,5699.51300236569,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1772,TA R7 WELS,Penobscot,Maine,ME,45.6018078737532,-68.6141144767517,8546.8306067567,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1773,Taunton & Raynham Academy Grant,Somerset,Maine,ME,45.636879642638,-69.7951236154643,6587.87674266065,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1774,TB R10 WELS,Piscataquis,Maine,ME,45.54451965323,-69.0162686632725,6678.82183968231,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1775,TB R11 WELS,Piscataquis,Maine,ME,45.5356945728001,-69.1536240043763,8423.77731031037,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1776,TC R2 WELS,Aroostook,Maine,ME,46.3209498081119,-67.9738152454896,7156.17176049323,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1777,TD R2 WELS,Aroostook,Maine,ME,46.4100254819747,-67.9773752790005,7235.01455081767,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1778,Temple,Franklin,Maine,ME,44.6964685026827,-70.280518009849,7590.43728371872,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1779,Temple,Hillsborough,New Hampshire,NH,42.8285506325799,-71.8549080092373,6455.61623463654,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"New Hampshire Political Boundaries at 1:24,000 Scale vector digital data, 1992-01-01 (ending date 2013-04-11); Complex Systems Research Center, University of New Hampshire, Durham, New Hampshire (http://www.granit.sr.unh.edu).",WGS84,03/25/2015 21:11:46
1780,Templeton,Worcester,Massachusetts,MA,42.5686232782947,-72.0735734797039,8161.8429126103,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
1781,The Forks Plt,Somerset,Maine,ME,45.3023084371095,-69.9152031301153,8171.61459717426,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1782,Thetford,Orange,Vermont,VT,43.8356048994809,-72.2485012247534,7889.23077133211,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",WGS84,03/25/2015 21:11:46
1783,Thomaston,Litchfield,Connecticut,CT,41.6697016669754,-73.0858950267747,7356.736707821,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Connecticut Town Boundary vector digital data (CONNECTICUT_TOWN_BOUNDARY.shp), 2005 edition; State of Connecticut, Department of Environmental Protection, Hartford, CT (http://www.ct.gov/deep).",WGS84,03/25/2015 21:11:46
1784,Thompson,Windham,Connecticut,CT,41.9797674103795,-71.8735507756919,9043.45599099541,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Connecticut Town Boundary vector digital data (CONNECTICUT_TOWN_BOUNDARY.shp), 2005 edition; State of Connecticut, Department of Environmental Protection, Hartford, CT (http://www.ct.gov/deep).",WGS84,03/25/2015 21:11:46
1785,Thompson & Meserve Purchase,Coos,New Hampshire,NH,44.3002791358921,-71.2922093064655,6599.46887478978,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"New Hampshire Political Boundaries at 1:24,000 Scale vector digital data, 1992-01-01 (ending date 2013-04-11); Complex Systems Research Center, University of New Hampshire, Durham, New Hampshire (http://www.granit.sr.unh.edu).",WGS84,03/25/2015 21:11:46
1786,Thorndike,Waldo,Maine,ME,44.5935578702821,-69.2374718502567,6102.45954732786,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
